,Event date,State Code,Country,Injury severity,Aircraft damage,Make,Model,Number of engines,Engine type,FAR description,Purpose of flight,Total fatal injuries,Total serious injuries,Total minor injuries,Total uninjured,Weather condition,Report status,Region,Year,Total passengers,Total injuries
3199,1982-11-05,CA,United States,Non-Fatal,Substantial,Swearingen,SA-226TC,2.0,Turbo Prop,135,Unknown,0.0,0.0,2.0,2.0,VMC,Probable Cause,West,1982,4.0,2.0
3247,1982-11-11,FL,United States,Fatal(1),Unknown,Boeing,707-300,4.0,Turbo Fan,121,Unknown,1.0,0.0,0.0,3.0,VMC,Probable Cause,South,1982,4.0,1.0
3276,1982-11-16,AL,United States,Incident,Minor,Beech,G18S,2.0,Reciprocating,135,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1982,2.0,0.0
3281,1982-11-16,TX,United States,Non-Fatal,Substantial,Beech,60,2.0,Reciprocating,091,Personal,0.0,0.0,2.0,2.0,IMC,Probable Cause,South,1982,4.0,2.0
3335,1982-11-22,AR,United States,Incident,Minor,Boeing,727-223,3.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,23.0,IMC,Probable Cause,South,1982,23.0,0.0
3344,1982-11-23,AL,United States,Fatal(2),Destroyed,Beech,95-B55,2.0,Reciprocating,135,Unknown,2.0,0.0,0.0,0.0,IMC,Probable Cause,South,1982,2.0,2.0
3374,1982-11-27,FL,United States,Non-Fatal,Substantial,Boeing,707-323C,4.0,Turbo Fan,129,Unknown,0.0,0.0,0.0,116.0,VMC,Probable Cause,South,1982,116.0,0.0
3392,1982-12-01,ID,United States,Incident,Unknown,Mcdonnell douglas,DC-9-51,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,22.0,VMC,Probable Cause,West,1982,22.0,0.0
3417,1982-12-05,NC,United States,Incident,Minor,Boeing,737-201,2.0,Turbo Fan,091,Unknown,0.0,0.0,0.0,5.0,VMC,Probable Cause,South,1982,5.0,0.0
3423,1982-12-06,FL,United States,Incident,Minor,Boeing,727-225,3.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,21.0,VMC,Probable Cause,South,1982,21.0,0.0
3429,1982-12-06,NM,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,091,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,West,1982,1.0,0.0
3434,1982-12-07,CO,United States,Fatal(2),Destroyed,Swearingen,SA-227AC,2.0,Turbo Prop,135,Unknown,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,1982,2.0,2.0
3436,1982-12-07,CA,United States,Non-Fatal,Substantial,Swearingen,SA226-T,2.0,Turbo Prop,091,Executive/corporate,0.0,0.0,0.0,5.0,VMC,Probable Cause,West,1982,5.0,0.0
3437,1982-12-07,VA,United States,Non-Fatal,Substantial,Swearingen,SA-226TC,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,6.0,VMC,Probable Cause,South,1982,6.0,0.0
3447,1982-12-09,CO,United States,Non-Fatal,Unknown,Boeing,737-291,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,57.0,VMC,Probable Cause,West,1982,57.0,0.0
3478,1982-12-13,MO,United States,Incident,Minor,Beech,B200,2.0,Turbo Prop,091,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,Midwest,1982,4.0,0.0
3479,1982-12-13,KS,United States,Incident,Minor,Beech,100,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,Midwest,1982,10.0,0.0
3510,1982-12-18,MI,United States,Incident,Unknown,Douglas,DC9-30,2.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,51.0,IMC,Probable Cause,Midwest,1982,51.0,0.0
3525,1982-12-20,NY,United States,Non-Fatal,Substantial,Beech,56TC,2.0,Reciprocating,135,Unknown,0.0,0.0,0.0,1.0,IMC,Probable Cause,Northeast,1982,1.0,0.0
3526,1982-12-20,WY,United States,Non-Fatal,Substantial,Swearingen,SA-227AC,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,5.0,VMC,Probable Cause,West,1982,5.0,0.0
3534,1982-12-22,OR,United States,Incident,Minor,Swearingen,SA-226TC,2.0,Turbo Prop,135,Unknown,0.0,0.0,0.0,11.0,IMC,Probable Cause,West,1982,11.0,0.0
3557,1982-12-26,TN,United States,Incident,Minor,Boeing,727-223,3.0,Turbo Fan,121,Unknown,0.0,0.0,0.0,58.0,IMC,Probable Cause,South,1982,58.0,0.0
3571,1982-12-28,DC,United States,Incident,Unknown,Boeing,737-222,2.0,Turbo Jet,121,Unknown,0.0,0.0,0.0,73.0,VMC,Probable Cause,South,1982,73.0,0.0
3586,1982-12-30,SC,United States,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,4.0,IMC,Probable Cause,South,1982,4.0,0.0
3616,1983-01-02,MS,United States,Non-Fatal,Substantial,Swearingen,SA-226TC,2.0,Turbo Prop,Unknown,Personal,0.0,0.0,0.0,20.0,IMC,Probable Cause,South,1983,20.0,0.0
3626,1983-01-04,AZ,United States,Non-Fatal,Substantial,Douglas,A26C,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,UNK,Probable Cause,West,1983,3.0,0.0
3645,1983-01-07,WA,United States,Non-Fatal,Unknown,Boeing,727,3.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,36.0,IMC,Probable Cause,West,1983,37.0,1.0
3666,1983-01-09,MO,United States,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,1983,2.0,0.0
3677,1983-01-11,MI,United States,Fatal(3),Destroyed,Mcdonnell douglas,DC-8-54F,4.0,Turbo Fan,Unknown,Unknown,3.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,1983,3.0,3.0
3686,1983-01-13,IL,United States,Incident,Minor,Mcdonnell douglas,DC10-10,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,201.0,VMC,Probable Cause,Midwest,1983,201.0,0.0
3702,1983-01-16,CA,United States,Incident,Minor,Boeing,747-123,4.0,Turbo Fan,Unknown,Personal,0.0,0.0,0.0,412.0,VMC,Probable Cause,West,1983,412.0,0.0
3710,1983-01-16,TX,United States,Non-Fatal,Substantial,Douglas,DC-3,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,2.0,0.0,VMC,Probable Cause,South,1983,2.0,2.0
3721,1983-01-19,CA,United States,Fatal(1),Minor,Beech,C-99,2.0,Turbo Prop,Unknown,Unknown,1.0,0.0,0.0,10.0,VMC,Probable Cause,West,1983,11.0,1.0
3729,1983-01-20,TX,United States,Incident,Unknown,Boeing,B-737-200,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,73.0,IMC,Probable Cause,South,1983,73.0,0.0
3733,1983-01-20,IL,United States,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,2.0,IMC,Probable Cause,Midwest,1983,2.0,0.0
3738,1983-01-21,FL,United States,Non-Fatal,Substantial,Beech,E18-S,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
3739,1983-01-21,FL,United States,Non-Fatal,Substantial,Beech,C45H,2.0,Reciprocating,Unknown,Personal,0.0,1.0,1.0,0.0,VMC,Probable Cause,South,1983,2.0,2.0
3740,1983-01-22,CA,United States,Non-Fatal,Substantial,Beech,BE-60,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,IMC,Probable Cause,West,1983,2.0,0.0
3744,1983-01-23,CA,United States,Incident,Minor,Boeing,767-231,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,159.0,VMC,Probable Cause,West,1983,159.0,0.0
3752,1983-01-25,MO,United States,Non-Fatal,Destroyed,Beech,D55,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1983,1.0,0.0
3770,1983-01-28,IN,United States,Non-Fatal,Substantial,Beech,D18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,1983,2.0,0.0
3793,1983-01-30,VA,United States,Non-Fatal,Substantial,Beech,65-80,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,2.0,0.0,VMC,Probable Cause,South,1983,2.0,2.0
3804,1983-02-02,PA,United States,Non-Fatal,Substantial,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Northeast,1983,1.0,0.0
3812,1983-02-04,CA,United States,Fatal(2),Destroyed,Beech,58,2.0,Reciprocating,Unknown,Business,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,1983,2.0,2.0
3813,1983-02-04,WI,United States,Incident,Minor,Embraer,EMB-110,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,18.0,VMC,Probable Cause,Midwest,1983,18.0,0.0
3836,1983-02-07,SC,United States,Incident,Minor,Mcdonnell douglas,DC-9-50,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,39.0,IMC,Probable Cause,South,1983,39.0,0.0
3858,1983-02-11,TX,United States,Non-Fatal,Substantial,Swearingen,SA-26T,2.0,Turbo Prop,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1983,1.0,0.0
3893,1983-02-15,FL,United States,Incident,Minor,Boeing,B-727-200,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,74.0,VMC,Probable Cause,South,1983,74.0,0.0
3899,1983-02-15,ID,United States,Non-Fatal,Destroyed,De havilland,DHC-6-300,2.0,Turbo Prop,Unknown,Unknown,0.0,7.0,1.0,0.0,VMC,Probable Cause,West,1983,8.0,8.0
3900,1983-02-15,CA,United States,Non-Fatal,Substantial,Beech,95-55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1983,3.0,0.0
3914,1983-02-17,SD,United States,Non-Fatal,Substantial,Swearingen,SA-26T,2.0,Turbo Prop,Unknown,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Midwest,1983,3.0,0.0
3961,1983-02-22,MI,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,IMC,Probable Cause,Midwest,1983,1.0,0.0
3969,1983-02-24,MO,United States,Non-Fatal,Minor,Swearingen,SA 226TC,2.0,Turbo Prop,Unknown,Unknown,0.0,1.0,0.0,9.0,VMC,Probable Cause,Midwest,1983,10.0,1.0
3983,1983-02-25,AK,United States,Non-Fatal,Substantial,Douglas,DC-6A,4.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1983,3.0,0.0
4002,1983-02-28,CA,United States,Fatal(2),Destroyed,Beech,E55,2.0,Reciprocating,Unknown,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,1983,2.0,2.0
4034,1983-03-05,KY,United States,Fatal(1),Destroyed,Douglas,B-26C,2.0,Reciprocating,Unknown,Public Aircraft,1.0,0.0,0.0,0.0,VMC,Probable Cause,South,1983,1.0,1.0
4080,1983-03-11,NV,United States,Incident,Minor,Mcdonnell douglas,DC 8-61,4.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,186.0,VMC,Probable Cause,West,1983,186.0,0.0
4099,1983-03-12,NY,United States,Non-Fatal,Substantial,Swearingen,SA226TC,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,8.0,6.0,IMC,Probable Cause,Northeast,1983,14.0,8.0
4126,1983-03-15,WI,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1983,1.0,0.0
4139,1983-03-17,UT,United States,Incident,Unknown,Douglas,DC-9-10,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,84.0,IMC,Probable Cause,West,1983,84.0,0.0
4140,1983-03-17,TX,United States,Non-Fatal,Minor,Beech,E18,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1983,3.0,0.0
4146,1983-03-17,TX,United States,Non-Fatal,Substantial,Beech,D-18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1983,3.0,0.0
4150,1983-03-18,CA,United States,Incident,Minor,Boeing,747,4.0,Turbo Fan,129,Unknown,0.0,0.0,0.0,588.0,VMC,Probable Cause,West,1983,588.0,0.0
4180,1983-03-21,CO,United States,Incident,Minor,Boeing,737-200,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,82.0,VMC,Probable Cause,West,1983,82.0,0.0
4189,1983-03-23,WY,United States,Non-Fatal,Minor,Boeing,737-2H4,2.0,Turbo Jet,Unknown,Unknown,0.0,1.0,0.0,95.0,VMC,Probable Cause,West,1983,96.0,1.0
4195,1983-03-23,ND,HIGH ISLAND,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,Unknown,Executive/corporate,0.0,0.0,0.0,8.0,VMC,Probable Cause,Midwest,1983,8.0,0.0
4196,1983-03-24,MO,United States,Incident,Minor,Douglas,DC-3,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,29.0,VMC,Probable Cause,Midwest,1983,29.0,0.0
4241,1983-03-29,CA,United States,Non-Fatal,Substantial,Beech,A56TC,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1983,3.0,0.0
4244,1983-03-30,IA,United States,Incident,Minor,Boeing,727-222,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,44.0,IMC,Probable Cause,Midwest,1983,44.0,0.0
4283,1983-04-02,UT,United States,Incident,Unknown,Douglas,DC-9-82,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,146.0,VMC,Probable Cause,West,1983,146.0,0.0
4285,1983-04-02,TX,United States,Fatal(1),Unknown,De havilland,DHC-6,2.0,Turbo Prop,091,Skydiving,1.0,0.0,0.0,4.0,VMC,Probable Cause,South,1983,5.0,1.0
4287,1983-04-02,MD,United States,Non-Fatal,Unknown,Boeing,707-323C,4.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,190.0,VMC,Probable Cause,South,1983,191.0,1.0
4350,1983-04-10,MN,United States,Incident,Minor,Douglas,DC-8-71,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,245.0,VMC,Probable Cause,Midwest,1983,245.0,0.0
4385,1983-04-13,AR,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,IMC,Probable Cause,South,1983,3.0,0.0
4386,1983-04-14,FL,United States,Non-Fatal,Destroyed,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,1.0,0.0,VMC,Probable Cause,South,1983,1.0,1.0
4405,1983-04-16,TX,United States,Incident,Unknown,Douglas,DC-8-63F,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1983,3.0,0.0
4410,1983-04-16,FL,United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
4411,1983-04-16,CA,United States,Non-Fatal,Substantial,Beech,E-18S,2.0,Reciprocating,Unknown,Other Work Use,0.0,0.0,0.0,13.0,VMC,Probable Cause,West,1983,13.0,0.0
4449,1983-04-19,TX,United States,Non-Fatal,Substantial,Beech,65-90,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,South,1983,10.0,0.0
4456,1983-04-20,OK,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,South,1983,4.0,0.0
4521,1983-04-28,FL,United States,Non-Fatal,Destroyed,Beech,D18S,2.0,Reciprocating,Unknown,Personal,0.0,1.0,1.0,0.0,VMC,Probable Cause,South,1983,2.0,2.0
4578,1983-05-04,MI,United States,Non-Fatal,Substantial,Beech,B-60,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Midwest,1983,2.0,0.0
4584,1983-05-05,UT,United States,Non-Fatal,Substantial,Beech,C-50,2.0,Reciprocating,Unknown,Business,0.0,0.0,1.0,1.0,IMC,Probable Cause,West,1983,2.0,1.0
4623,1983-05-09,OK,United States,Non-Fatal,Substantial,Beech,B60,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
4642,1983-05-12,TX,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,South,1983,3.0,0.0
4643,1983-05-12,KS,United States,Non-Fatal,Substantial,Beech,D55,2.0,Reciprocating,Unknown,Unknown,0.0,1.0,2.0,0.0,IMC,Probable Cause,Midwest,1983,3.0,3.0
4667,1983-05-14,TX,United States,Non-Fatal,Substantial,Beech,TC-45G,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,IMC,Probable Cause,South,1983,1.0,0.0
4688,1983-05-16,NJ,United States,Non-Fatal,Substantial,Beech,BE60,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,IMC,Probable Cause,Northeast,1983,3.0,0.0
4735,1983-05-20,MO,United States,Non-Fatal,Substantial,Boeing,727-100,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,52.0,VMC,Probable Cause,Midwest,1983,52.0,0.0
4764,1983-05-23,CO,United States,Incident,Minor,Boeing,727-31H,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,25.0,VMC,Probable Cause,West,1983,25.0,0.0
4765,1983-05-23,TN,United States,Incident,Unknown,Boeing,B-737-222,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,59.0,VMC,Probable Cause,South,1983,59.0,0.0
4791,1983-05-26,PA,United States,Incident,Unknown,Mcdonnell douglas,DC-10-40,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,151.0,VMC,Probable Cause,Northeast,1983,151.0,0.0
4800,1983-05-27,NC,United States,Incident,Minor,Boeing,727-200,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,150.0,VMC,Probable Cause,South,1983,150.0,0.0
4810,1983-05-28,AZ,United States,Incident,Unknown,Douglas,DC-9-31,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,86.0,VMC,Probable Cause,West,1983,86.0,0.0
4845,1983-05-30,NM,United States,Incident,Minor,Beech,200,2.0,Turbo Shaft,Unknown,Ferry,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,1983,2.0,0.0
4860,1983-05-30,CO,United States,Non-Fatal,Substantial,Douglas,DC-3C,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,IMC,Probable Cause,West,1983,2.0,0.0
4888,1983-06-02,KY,United States,Fatal(23),Substantial,Douglas,DC-9-32,2.0,Turbo Fan,Unknown,Unknown,23.0,3.0,13.0,7.0,VMC,Probable Cause,South,1983,46.0,39.0
4889,1983-06-03,OR,United States,Incident,Unknown,Boeing,727-200,3.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,133.0,VMC,Probable Cause,West,1983,133.0,0.0
4893,1983-06-03,FL,United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,South,1983,4.0,0.0
4899,1983-06-04,AZ,United States,Non-Fatal,Unknown,Mcdonnell douglas,DC-10-10,3.0,Turbo Fan,Unknown,Unknown,0.0,1.0,0.0,240.0,VMC,Probable Cause,West,1983,241.0,1.0
4951,1983-06-06,FL,United States,Non-Fatal,Substantial,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1983,1.0,0.0
4959,1983-06-07,TX,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
4990,1983-06-09,WA,United States,Non-Fatal,Substantial,Learjet,35,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,1983,2.0,0.0
5003,1983-06-10,AN,Puerto Rico,Non-Fatal,Unknown,Boeing,727-200,3.0,Turbo Fan,Unknown,Unknown,0.0,1.0,6.0,145.0,VMC,Probable Cause,Unknown,1983,152.0,7.0
5006,1983-06-11,CA,United States,Fatal(2),Destroyed,Beech,95-B55,2.0,Reciprocating,Unknown,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,West,1983,2.0,2.0
5013,1983-06-11,IL,United States,Non-Fatal,Substantial,Boeing,727-222A,3.0,Turbo Fan,Unknown,Unknown,0.0,2.0,15.0,125.0,VMC,Probable Cause,Midwest,1983,142.0,17.0
5033,1983-06-12,82,HIGH ISLAND,Incident,Unknown,Aerospatiale,AS 355 F,2.0,Turbo Shaft,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Unknown,1983,1.0,0.0
5061,1983-06-16,NH,United States,Fatal(1),Destroyed,Beech,76,2.0,Reciprocating,Unknown,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Northeast,1983,1.0,1.0
5065,1983-06-16,NC,United States,Incident,Minor,Boeing,737-201,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,102.0,IMC,Probable Cause,South,1983,102.0,0.0
5117,1983-06-19,OH,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,2.0,IMC,Probable Cause,Midwest,1983,2.0,0.0
5119,1983-06-20,IL,United States,Incident,Minor,Boeing,B-747,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,440.0,VMC,Probable Cause,Midwest,1983,440.0,0.0
5120,1983-06-20,IL,United States,Incident,Minor,Boeing,B-747,4.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,440.0,VMC,Probable Cause,Midwest,1983,440.0,0.0
5124,1983-06-20,LA,United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1983,1.0,0.0
5129,1983-06-21,WI,United States,Non-Fatal,Minor,Douglas,DC-9-30,2.0,Turbo Jet,Unknown,Unknown,0.0,1.0,0.0,9.0,VMC,Probable Cause,Midwest,1983,10.0,1.0
5131,1983-06-21,NY,United States,Non-Fatal,Substantial,Beech,BE-58,2.0,Reciprocating,Unknown,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,Northeast,1983,2.0,0.0
5163,1983-06-24,NV,United States,Incident,Minor,Mcdonnell douglas,DC9-32,2.0,Turbo Jet,Unknown,Unknown,0.0,0.0,6.0,86.0,VMC,Probable Cause,West,1983,92.0,6.0
5178,1983-06-24,AK,United States,Non-Fatal,Substantial,Douglas,DC-3,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,18.0,VMC,Probable Cause,West,1983,18.0,0.0
5180,1983-06-25,FL,United States,Incident,Minor,Mcdonnell douglas,DC-9-51,2.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,77.0,VMC,Probable Cause,South,1983,77.0,0.0
5240,1983-06-29,TX,United States,Fatal(2),Destroyed,Beech,BH-125,2.0,Turbo Jet,Unknown,Instructional,2.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,4.0,2.0
5257,1983-06-29,HI,United States,Non-Fatal,Substantial,Douglas,DC-4-C55B,4.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1983,3.0,0.0
5259,1983-06-30,WV,United States,Fatal(1),Destroyed,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,1.0,0.0,0.0,0.0,IMC,Probable Cause,South,1983,1.0,1.0
5272,1983-07-01,CA,United States,Non-Fatal,Substantial,Beech,95-A55,2.0,Reciprocating,Unknown,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,West,1983,2.0,0.0
5280,1983-07-02,CA,United States,Incident,Minor,Boeing,727-200,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,1.0,133.0,VMC,Probable Cause,West,1983,134.0,1.0
5286,1983-07-02,AK,United States,Incident,Minor,Douglas,DC-7C,4.0,Reciprocating,Unknown,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,West,1983,3.0,0.0
5319,1983-07-03,GA,United States,Non-Fatal,Substantial,Beech,55,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,South,1983,1.0,0.0
5338,1983-07-05,IL,United States,Incident,Unknown,Douglas,DC-8,4.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,122.0,VMC,Probable Cause,Midwest,1983,122.0,0.0
5416,1983-07-11,IA,United States,Incident,Minor,Beech,E18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Midwest,1983,1.0,0.0
5476,1983-07-16,MO,United States,Incident,Minor,Boeing,727-231A,3.0,Turbo Fan,Unknown,Unknown,0.0,0.0,0.0,65.0,VMC,Probable Cause,Midwest,1983,65.0,0.0
5529,1983-07-20,IL,United States,Incident,Unknown,Douglas,DC-8-71,4.0,Turbo Jet,Unknown,Unknown,0.0,0.0,0.0,102.0,VMC,Probable Cause,Midwest,1983,102.0,0.0
5557,1983-07-22,NC,United States,Incident,Minor,Beech,B200,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,6.0,VMC,Probable Cause,South,1983,6.0,0.0
5576,1983-07-23,HI,United States,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,1.0,19.0,VMC,Probable Cause,West,1983,20.0,1.0
5577,1983-07-23,HI,United States,Non-Fatal,Substantial,Beech,C-45G,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,1.0,19.0,VMC,Probable Cause,West,1983,20.0,1.0
5661,1983-07-30,WV,United States,Non-Fatal,Substantial,Beech,D18S,2.0,Reciprocating,Unknown,Other Work Use,0.0,0.0,1.0,1.0,VMC,Probable Cause,South,1983,2.0,1.0
5669,1983-07-31,NE,United States,Non-Fatal,Substantial,Beech,A100,2.0,Turbo Prop,Unknown,Personal,0.0,0.0,0.0,8.0,VMC,Probable Cause,Midwest,1983,8.0,0.0
5693,1983-08-01,MO,United States,Non-Fatal,Substantial,De havilland,DHG-6-300,2.0,Turbo Prop,Unknown,Unknown,0.0,0.0,0.0,16.0,VMC,Probable Cause,Midwest,1983,16.0,0.0
5726,1983-08-04,Unknown,Pakistan,Non-Fatal,Substantial,Boeing,747-121,4.0,Unknown,Unknown,Unknown,0.0,0.0,0.0,245.0,UNK,Foreign,Unknown,1983,245.0,0.0
5743,1983-08-05,TX,United States,Non-Fatal,Substantial,Beech,B50,2.0,Reciprocating,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
5801,1983-08-08,FL,United States,Non-Fatal,Substantial,Beech,H-18,2.0,Reciprocating,Unknown,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,South,1983,2.0,0.0
5825,1983-08-11,MI,United States,Fatal(2),Destroyed,Beech,G18S,2.0,Reciprocating,Unknown,Unknown,2.0,0.0,0.0,0.0,VMC,Probable Cause,Midwest,1983,2.0,2.0
5918,1983-08-17,ES,Unknown,Non-Fatal,Substantial,Beech,A100,2.0,Turbo Prop,Unknown,Personal,0.0,0.0,0.0,11.0,VMC,Probable Cause,Unknown,1983,11.0,0.0
